epochhours,last_price,firm_executable_bid,firm_executable_ask,market_estimate_bid,market_estimate_ask
1610359200,,,,126.4399116,127.180085
1610359200,,126.6006909,127.157,,
1610362800,,,,126.4249137,127.1661743
1610362800,,126.5600769,127.1163269,,
1610366400,,,,126.4400268,127.1825796
1610366400,,126.593193,127.1431754,,
1610370000,,126.5393387,127.0778226,,
1610370000,,,,126.3344129,127.0772465
1610373600,,,,126.1926746,126.9327712
1610373600,,126.4555789,126.9645526,,
1610377200,,,,126.1257107,126.858978
1610377200,,126.3383043,126.8202899,,
1610380800,,,,126.084125,126.8153351
1610380800,,126.1722143,126.6272321,,
1610384400,,126.159,126.614,,
1610409600,,,,126.093,126.826
1610424000,,126.309,126.829,,
1610434800,,,,125.9983366,126.6942681
1610434800,,126.0558919,126.5764865,,
1610438400,,125.9868519,126.4954815,,
1610438400,,,,125.9783344,126.6947843
1610442000,,125.9596333,126.4403667,,
1610442000,126.0815,,,,
1610442000,,,,125.8312693,126.5505616
1610445600,,125.8598793,126.3451034,,
1610445600,,,,125.769406,126.4887215
1610449200,,125.8668393,126.3548214,,
1610449200,,,,125.7719445,126.492037
1610452800,,125.8712593,126.3692963,,
1610452800,,,,125.764732,126.480799
1610456400,,,,125.7472457,126.4394883
1610456400,126.08,,,,
1610456400,,125.8496349,126.3482698,,
1610460000,,,,125.7579296,126.437529
1610460000,,125.9097647,126.4034118,,
1610463600,,125.8919672,126.3827049,,
1610463600,,,,125.6610777,126.3383011
1610467200,,125.849322,126.3264746,,
1610467200,,,,125.6050872,126.2828275
1610467200,125.954,,,,
1610496000,,,,125.604,126.291
1610521200,,,,125.8512276,126.4462518
1610521200,,125.904614,126.4037368,,
1610524800,,,,125.9340335,126.6066555
1610524800,,126.024,126.5409091,,
1610528400,,125.9876032,126.5069683,,
1610528400,,,,125.9047917,126.5750382
1610532000,,125.9896562,126.5089687,,
1610532000,,,,125.8946633,126.5650216
1610535600,,,,125.8679167,126.5351359
1610535600,,125.9984727,126.5173818,,
1610539200,,125.9787241,126.4974655,,
1610539200,,,,125.8312559,126.511363
1610542800,,126.0365179,126.5555714,,
1610542800,,,,125.9183766,126.5919046
1610546400,,126.1566349,126.6757778,,
1610546400,,,,126.0470755,126.7021903
1610550000,,,,126.142321,126.7919984
1610550000,,126.2389661,126.744678,,
1610553600,,126.2742222,126.7730185,,
1610553600,,,,126.1482163,126.8106903
1610557200,,126.3241667,126.8113333,,
1610582400,,,,126.111,126.796
1610607600,,,,126.2563984,126.8051874
1610607600,,126.5083636,126.8464545,,
1610611200,,,,126.2584544,126.8917632
1610611200,,126.4606667,126.7568571,,
1610614800,,,,126.3501864,127.0057559
1610614800,,126.5528235,126.871,,
1610618400,,126.512,126.826875,,
1610618400,,,,126.2843569,126.9484899
1610622000,,,,126.3365149,126.9908278
1610622000,,126.5549545,126.8705455,,
1610625600,,126.6220417,126.9375,,
1610625600,,,,126.396068,127.0595717
1610629200,,,,126.4582322,127.1065581
1610629200,,126.6515217,126.912087,,
1610629200,126.302,,,,
1610632800,,,,126.5182222,127.1631381
1610632800,,126.5385469,126.7873906,,
1610636400,,126.5018103,126.7131207,,
1610636400,,,,126.4834498,127.1261793
1610640000,,,,126.4633806,127.1179235
1610640000,,126.5185,126.7292308,,
1610643600,,,,126.433,127.091
1610668800,,,,126.433,127.091
1610694000,,,,126.5140673,127.1028701
1610694000,,126.780973,126.9951081,,
1610697600,,126.6786154,126.7868615,,
1610697600,,,,126.3422025,127.0030848
1610701200,,126.5464324,126.6837297,,
1610701200,,,,126.2845591,126.9401281
1610704800,,126.5142903,126.6639677,,
1610704800,,,,126.2460773,126.8936235
1610708400,,,,126.2682,126.9075582
1610708400,,126.5089706,126.6664118,,
1610712000,,126.5231613,126.6727742,,
1610712000,,,,126.2849534,126.9337133
1610715600,,,,126.2649461,126.9069043
1610715600,,126.527871,126.6800968,,
1610719200,,126.4796486,126.6391081,,
1610719200,,,,126.2263339,126.8743654
1610722800,,126.4430714,126.6021786,,
1610722800,,,,126.2835164,126.9414977
1610726400,,,,126.2490911,126.9125342
1610726400,,126.4436471,126.5898235,,
1610730000,,,,126.254,126.936
1610730000,,126.431,126.577,,
1610755200,,,,126.254,126.936
1610794800,,,,126.254,126.936
1610812800,,,,126.254,126.936
1610823600,,,,126.254,126.936
1610953200,,,,126.30925,126.9663235
1610953200,,126.189,126.7143333,,
1610956800,,,,126.2728505,126.9481511
1610956800,,126.2027059,126.7331176,,
1610960400,,,,126.1790507,126.8569899
1610960400,,126.1312258,126.6660645,,
1610964000,,126.0306667,126.5622083,,
1610964000,,,,126.076507,126.7443217
1610967600,,,,126.0266298,126.7014377
1610967600,,125.9765517,126.5104483,,
1610971200,,125.8651556,126.3959333,,
1610971200,,,,125.9488745,126.601083
1610974800,,,,125.8761081,126.5343568
1610974800,,125.7577273,126.2886364,,
1610978400,,125.6811786,126.2117143,,
1610978400,,,,125.857197,126.4852481
1610982000,,,,125.8292771,126.4853314
1610982000,,125.6614848,126.1908182,,
1610985600,,,,125.8447566,126.5153222
1610985600,,125.6748438,126.2031875,,
1610989200,,,,125.849,126.538
1611014400,,,,125.849,126.538
1611039600,,125.6445484,126.1619355,,
1611039600,,,,125.7658643,126.3517844
1611043200,,125.7161379,126.2681724,,
1611043200,,,,125.739134,126.3963019
1611046800,,125.6995106,126.2535532,,
1611050400,,125.6980851,126.2529362,,
1611054000,,,,125.7068186,126.3519027
1611054000,,125.6778421,126.2288947,,
1611057600,,,,125.703953,126.350698
1611057600,,125.6943056,126.2464722,,
1611061200,,125.6951667,126.2506667,,
1611061200,,,,125.7110186,126.3500165
1611064800,,,,125.6997143,126.3384774
1611064800,,125.6970303,126.2561818,,
1611068400,,,,125.7195816,126.3663785
1611068400,,125.7142973,126.2736216,,
1611072000,,,,125.8356306,126.4837327
1611072000,,125.811,126.3763871,,
1611100800,,,,125.828,126.489
1611126000,,,,125.8236741,126.3934216
1611126000,,125.7408889,126.2675,,
1611129600,,,,125.813161,126.4660356
1611129600,,125.9083947,126.3412368,,
1611133200,,,,125.8294599,126.4776008
1611133200,,125.9528611,126.38475,,
1611136800,,,,125.9101705,126.5509617
1611136800,,126.01192,126.45308,,
1611140400,,,,125.9007325,126.5379868
1611140400,,126.0041304,126.4451304,,
1611144000,,126.0107667,126.4491333,,
1611144000,,,,125.8896617,126.5314765
1611147600,,125.9943478,126.4346087,,
1611147600,,,,125.8802192,126.5242968
1611151200,126.275,,,,
1611151200,,,,125.9502159,126.594727
1611151200,,126.0644737,126.5155263,,
1611154800,,,,125.9549062,126.5924142
1611154800,,126.0608776,126.5101429,,
1611158400,,126.0778846,126.5303462,,
1611158400,,,,125.9671686,126.5993872
1611187200,,,,125.955,126.604
1611212400,,126.1539231,126.6046154,,
1611212400,,,,126.0266512,126.6153079
1611216000,,126.1791875,126.6427813,,
1611216000,,,,126.049408,126.6806869
1611219600,,,,126.0251384,126.6449979
1611219600,,126.1608276,126.622,,
1611223200,,,,125.9342422,126.5571453
1611223200,,126.0838148,126.5188519,,
1611226800,,126.0562,126.4997714,,
1611226800,,,,125.9221704,126.5443584
1611230400,,126.0792571,126.5268,,
1611230400,,,,125.9062108,126.5374679
1611234000,,,,125.7432676,126.3828263
1611234000,,125.9754762,126.4221905,,
1611237600,,125.9298286,126.3749714,,
1611237600,,,,125.7381611,126.3779149
1611241200,,,,125.6509371,126.2880918
1611241200,,125.8655833,126.3062083,,
1611244800,,125.8865238,126.359,,
1611244800,,,,125.713289,126.3480532
1611248400,,,,125.718,126.357
1611248400,,125.915,126.397,,
1611273600,,,,125.718,126.357
1611298800,,,,125.7159143,126.2872762
1611298800,,125.8323571,126.3581429,,
1611302400,,,,125.7750955,126.4167682
1611302400,,125.8910625,126.4506875,,
1611306000,,,,125.748643,126.3766365
1611306000,,125.79225,126.3379,,
1611309600,,,,125.8062031,126.4339978
1611309600,,125.8374375,126.3886875,,
1611313200,,,,125.8344231,126.4573333
1611313200,,125.8248889,126.376,,
1611316800,,125.9031818,126.4545909,,
1611316800,,,,125.9222115,126.538744
1611320400,,125.9397333,126.4913333,,
1611320400,,,,125.9416622,126.5567686
1611324000,,125.852875,126.4000833,,
1611324000,,,,125.8891881,126.5137862
1611327600,,,,125.8582869,126.4817705
1611327600,,125.8431538,126.3938462,,
1611331200,,,,125.8112158,126.4382718
1611331200,,125.8084091,126.3537727,,
1611331200,126.11,,,,
1611334800,,,,125.802,126.44
1611342000,,125.783,126.33,,
1611360000,,,,125.802,126.44
1611363600,,,,125.802,126.44
1611421200,,,,125.802,126.44
1611428400,,,,125.802,126.44
1611432000,,,,125.802,126.44
1611561600,,,,125.8651602,126.5072641
1611561600,,125.7412581,126.2576774,,
1611565200,,125.8021333,126.3199333,,
1611565200,,,,125.91364,126.5461867
1611568800,,125.8741786,126.3368571,,
1611568800,,,,125.8932526,126.5262595
1611572400,,,,125.8392409,126.471538
1611572400,,125.7938636,126.172,,
1611576000,,125.8122222,126.1906667,,
1611576000,,,,125.8596157,126.4867983
1611579600,,,,125.9207143,126.5344042
1611579600,,125.9042273,126.2827727,,
1611583200,,,,125.9142915,126.5123834
1611583200,,125.8738889,126.3163704,,
1611586800,,,,125.8917209,126.4905714
1611586800,,125.8811818,126.4031212,,
1611590400,,,,125.8766041,126.464829
1611590400,,125.8834333,126.4063667,,
1611594000,,125.862,126.382,,
1611619200,,,,125.842,126.44
1611644400,,125.9572778,126.5133333,,
1611644400,,,,125.8613565,126.4511348
1611648000,,,,125.7522366,126.3708486
1611648000,,125.8306471,126.3824706,,
1611651600,,,,125.6471569,126.2759416
1611651600,,125.6471667,126.194,,
1611655200,,125.5826087,126.1308261,,
1611655200,,,,125.6391882,126.2505111
1611658800,,,,125.5578545,126.1664964
1611658800,,125.4919091,126.0345758,,
1611662400,,125.4302778,125.9799444,,
1611662400,,,,125.5091916,126.1289434
1611666000,,125.5078,126.0594,,
1611666000,,,,125.5576405,126.1738866
1611669600,,,,125.5312122,126.1479374
1611669600,,125.4815556,126.0288889,,
1611673200,,125.5414118,126.0770882,,
1611673200,,,,125.4922162,126.1089396
1611676800,,125.39525,125.93425,,
1611676800,,,,125.4446637,126.0566691
1611705600,,,,125.441,126.063
1611730800,,125.2582353,125.8069412,,
1611730800,,,,125.3390365,125.9182837
1611734400,,,,125.3481285,125.9598182
1611734400,,125.2470435,125.7788696,,
1611738000,,,,125.3494069,125.9581688
1611738000,,125.2591143,125.7959143,,
1611741600,,,,125.2953781,125.8981957
1611741600,,125.2128333,125.7493611,,
1611745200,125.559,,,,
1611745200,,125.1584091,125.6858182,,
1611745200,,,,125.2666672,125.8743311
1611748800,,,,125.3893102,125.9971984
1611752400,,,,125.3773355,125.9831145
1611756000,125.763,,,,
1611756000,,,,125.3827333,125.9946844
1611759600,125.32,,,,
1611759600,,,,125.3250515,125.9325273
1611763200,,,,125.2198776,125.8251156
1611792000,,,,125.172,125.807
1611817200,,124.9695909,125.4980909,,
1611817200,,,,125.1563327,125.7778297
1611820800,,,,124.8697218,125.4810241
1611824400,,,,124.7918417,125.3888715
1611828000,,,,124.7138471,125.3114756
1611831600,,,,124.6003101,125.1959748
1611835200,,,,124.5830372,125.1824907
1611838800,,,,124.5671317,125.1742297
1611842400,,,,124.4040159,125.0259777
1611846000,,,,124.5007635,125.1317476
1611846000,124.913,,,,
1611849600,,,,124.5929872,125.198633
1611878400,,,,124.571,125.182
1611903600,,,,124.5161737,125.1129025
1611907200,,,,124.4788765,125.1002099
1611910800,,,,124.4006477,125.025862
1611914400,124.713,,,,
1611914400,,,,124.3989257,125.0144354
1611918000,,,,124.3083036,124.9114158
1611921600,,,,124.3929964,124.9925072
1611925200,,,,124.3423867,124.9292477
1611928800,,,,124.3634049,124.9400613
1611932400,125.15,,,,
1611932400,,,,124.4329403,125.0296141
1611936000,,,,124.5236179,125.1188537
1611964800,,,,124.543,125.154
1611993600,,,,124.543,125.154
1612004400,,,,124.543,125.154
1612008000,,,,124.543,125.154
1612026000,,,,124.543,125.154
1612033200,,,,124.543,125.154
1612080000,,,,124.543,125.154
1612162800,,,,124.5952257,125.1518924
1612166400,,,,124.5604288,125.1541408
1612170000,,,,124.5017803,125.0923066
1612173600,,,,124.6311738,125.2335955
1612177200,,,,124.6718253,125.2683885
1612180800,,,,124.639,125.24025
1612184400,,,,124.591286,125.1942545
1612188000,,,,124.5539136,125.1573792
1612188000,,124.899,125.336,,
1612188000,125.001,,,,
1612191600,,124.9303214,125.3683036,,
1612191600,,,,124.6030521,125.2094185
1612195200,,124.9761429,125.4145893,,
1612195200,,,,124.6772332,125.2804727
1612198800,,124.992,125.43,,
1612224000,,,,124.701,125.316
1612249200,,124.956625,125.424125,,
1612249200,,,,124.6471869,125.2186858
1612252800,,,,124.6412978,125.2307837
1612252800,,124.9480426,125.4271064,,
1612256400,,,,124.6445171,125.2423168
1612256400,,125.0475116,125.5714884,,
1612260000,,125.028325,125.558975,,
1612260000,,,,124.6734664,125.2710618
1612263600,,,,124.6746442,125.2725885
1612263600,,125.08112,125.55236,,
1612267200,,,,124.6111389,125.2212111
1612267200,,125.0304286,125.5556,,
1612270800,,125.0052187,125.5280312,,
1612270800,,,,124.6214214,125.2086874
1612274400,,125.0859412,125.5669706,,
1612274400,,,,124.6954219,125.2655764
1612278000,125.069,,,,
1612278000,,125.0806596,125.5603404,,
1612278000,,,,124.7257653,125.3132203
1612281600,,125.1317321,125.6120714,,
1612281600,125.08,,,,
1612281600,,,,124.8019798,125.384086
1612285200,,125.142,125.584,,
1612310400,,,,124.853,125.458
1612335600,,124.9214848,125.3157576,,
1612335600,,,,124.6645295,125.2276004
1612339200,,124.7437,125.0042667,,
1612339200,,,,124.6539569,125.2583308
1612342800,125.03,,,,
1612342800,,124.8955185,125.0806667,,
1612342800,,,,124.735988,125.3276855
1612346400,,124.911371,125.0957903,,
1612346400,,,,124.8194276,125.4191111
1612350000,,124.9636452,125.1491129,,
1612350000,,,,124.9119898,125.5225263
1612353600,,,,124.9802849,125.5787059
1612353600,,125.0261404,125.2128421,,
1612357200,,,,124.9168201,125.5148478
1612357200,,124.9678276,125.1575862,,
1612360800,125.239,,,,
1612360800,,124.9612,125.1595167,,
1612360800,,,,124.93133,125.52433
1612364400,,,,124.8745977,125.4527152
1612364400,,124.9864091,125.1878788,,
1612364400,125.211,,,,
1612368000,,,,124.864381,125.4609088
1612368000,,124.8945,125.1070357,,
1612371600,,124.7905,124.9885,,
1612396800,,,,124.826,125.454
1612418400,,124.674,124.858,,
1612422000,,124.9515424,125.1397458,,
1612422000,,,,124.783589,125.3283356
1612425600,,125.0510964,125.2476988,,
1612425600,,,,124.8386321,125.4346304
1612429200,,,,124.8356137,125.4362799
1612429200,,125.0295,125.2230119,,
1612432800,,125.0486154,125.2136282,,
1612432800,,,,124.8670457,125.4583497
1612436400,,125.049,125.1943333,,
1612436400,,,,124.8485618,125.4416534
1612440000,,,,124.773036,125.3664048
1612440000,,124.9796538,125.1297564,,
1612443600,,,,124.7025065,125.2800539
1612443600,,124.9156907,125.0750619,,
1612443600,125.076,,,,
1612447200,,,,124.6735118,125.2495651
1612447200,,124.8509351,125.0147792,,
1612450800,,,,124.639198,125.2149422
1612450800,,124.8413816,125.0106316,,
1612454400,,,,124.6919315,125.2786981
1612454400,,124.9050435,125.0737536,,
1612458000,,124.902,125.069,,
1612483200,,,,124.677,125.296
1612504800,,124.902,125.098,,
1612508400,,,,124.7599116,125.3149206
1612508400,,124.9450682,125.13025,,
1612512000,,,,124.7707088,125.3665892
1612512000,,124.9826835,125.1431266,,
1612515600,,125.0152698,125.1729206,,
1612515600,,,,124.8093165,125.4083831
1612519200,,124.9005714,125.0644286,,
1612519200,,,,124.6679154,125.2697276
1612522800,,,,124.5511664,125.1581492
1612522800,,124.7429855,124.924,,
1612526400,,,,124.463862,125.0630539
1612526400,,124.7109438,124.8610899,,
1612530000,,,,124.4618331,125.0560796
1612530000,,124.7006198,124.851843,,
1612533600,,124.7185194,124.9135814,,
1612533600,,,,124.5201691,125.1169868
1612537200,,124.902898,125.100949,,
1612537200,,,,124.6743287,125.2774388
1612540800,,,,124.6568034,125.253539
1612540800,,124.8860156,125.1088281,,
1612544400,,124.921,125.155,,
1612551600,,124.871,125.105,,
1612569600,,,,124.713,125.316
1612573200,,,,124.713,125.316
1612612800,,,,124.713,125.316
1612627200,,,,124.713,125.316
1612634400,,,,124.713,125.316
1612638000,,,,124.713,125.316
1612641600,,,,124.713,125.316
1612699200,,,,124.713,125.316
1612742400,,,,124.713,125.316
1612767600,,124.7618611,125.2951389,,
1612767600,,,,124.5231341,125.0843648
1612771200,,124.6728544,125.2700874,,
1612771200,,,,124.3956798,124.9786995
1612774800,,,,124.4622203,125.0421299
1612774800,,124.6803733,125.2213867,,
1612778400,,,,124.4781048,125.0567107
1612778400,,124.6650822,125.1700137,,
1612782000,,124.6403538,125.1464615,,
1612782000,,,,124.4681823,125.0488325
1612785600,,124.7142059,125.2207794,,
1612785600,,,,124.5331078,125.1186009
1612789200,,124.7192658,125.2254557,,
1612789200,,,,124.5313663,125.1170504
1612792800,,124.7125775,125.2172535,,
1612792800,,,,124.5632911,125.1498444
1612796400,,124.7056164,125.211137,,
1612796400,,,,124.5908327,125.1841713
1612800000,,,,124.7710021,125.3513758
1612800000,,124.82775,125.3329444,,
1612803600,,124.782,125.276,,
1612828800,,,,124.796,125.388
1612854000,,,,124.7163502,125.2921304
1612854000,,124.7952963,125.2924074,,
1612857600,,,,124.7280871,125.3095989
1612857600,,124.8262472,125.3226517,,
1612861200,,124.9163492,125.4226984,,
1612861200,,,,124.8605032,125.4457322
1612864800,,,,124.8532964,125.4362339
1612864800,,124.8947606,125.4103803,,
1612868400,,,,124.8351102,125.4147711
1612868400,,124.8768889,125.3944603,,
1612872000,,,,124.7618784,125.3441815
1612872000,,124.7927857,125.3150429,,
1612875600,,124.6909551,125.2186854,,
1612875600,125.028,,,,
1612875600,,,,124.6962471,125.2825916
1612879200,,,,124.6863504,125.2720899
1612879200,,124.6505795,125.1886932,,
1612882800,,124.7428158,125.2805921,,
1612882800,,,,124.7541088,125.3391689
1612886400,,124.73475,125.2681,,
1612886400,,,,124.8003888,125.38646
1612890000,,124.72,125.254,,
1612890000,,,,124.79,125.388
1612915200,,,,124.79,125.388
1612936800,,124.795,125.288,,
1612940400,,,,124.7124665,125.3052526
1612940400,,124.6158723,125.127617,,
1612944000,,124.6211053,125.1368947,,
1612944000,,,,124.7424152,125.3350018
1612947600,,,,124.7335874,125.3273736
1612947600,,124.6267541,125.142918,,
1612951200,,,,124.7344038,125.3263547
1612951200,,124.6233281,125.1432031,,
1612954800,,124.6949219,125.2091875,,
1612954800,,,,124.7246487,125.3193792
1612958400,,,,124.646213,125.2393484
1612958400,,124.6607778,125.1689365,,
1612962000,,124.5892,125.1001619,,
1612962000,,,,124.6889151,125.2737932
1612965600,,124.6961481,125.2067901,,
1612965600,,,,124.8151036,125.3935045
1612969200,125.124,,,,
1612969200,,,,124.7808407,125.3628506
1612969200,,124.7487901,125.237716,,
1612972800,,,,124.6877133,125.2669267
1612972800,,124.7783944,125.2390563,,
1612976400,,124.744,125.204,,
1613001600,,,,124.657,125.249
1613026800,,124.8957736,125.381,,
1613026800,,,,124.8213735,125.3806148
1613030400,,,,124.9862877,125.5742603
1613030400,,125.0531915,125.5574574,,
1613034000,,,,125.0369304,125.6176007
1613034000,,125.1070267,125.6143867,,
1613037600,,125.1158636,125.6251818,,
1613037600,,,,125.0014827,125.5808758
1613041200,,125.0522813,125.5657812,,
1613041200,,,,124.9693023,125.5464674
1613044800,,,,124.9647717,125.5556398
1613044800,,125.0262188,125.5407656,,
1613048400,,,,124.9932047,125.5865125
1613048400,,125.0483291,125.5624051,,
1613052000,,124.9725432,125.4802099,,
1613052000,,,,124.9543284,125.5417904
1613055600,,,,124.9747439,125.5611471
1613055600,,124.9531094,125.4485938,,
1613059200,,124.9006613,125.392371,,
1613059200,,,,124.9058195,125.4974342
1613062800,,124.881,125.371,,
1613088000,,,,124.899,125.505
1613109600,,125.193,125.71,,
1613113200,,124.842619,125.3486667,,
1613113200,,,,124.8345725,125.398886
1613116800,,124.8558889,125.3615679,,
1613116800,,,,124.8811457,125.4827914
1613120400,,,,124.9342326,125.5221689
1613120400,,124.8712712,125.3721186,,
1613124000,,124.8783692,125.3695538,,
1613124000,,,,124.957563,125.5419778
1613127600,,,,124.916807,125.5019281
1613127600,,124.8611864,125.3420678,,
1613131200,,124.7276625,125.2013625,,
1613131200,,,,124.7714457,125.3595016
1613134800,,,,124.6560564,125.2407315
1613134800,,124.6418796,125.1051667,,
1613138400,,124.554505,125.0180594,,
1613138400,,,,124.5277425,125.1111587
1613142000,,124.4692651,124.9318916,,
1613142000,,,,124.4779306,125.062571
1613145600,,,,124.5052737,125.1029351
1613145600,,124.4951972,124.9659577,,
1613149200,,124.493,124.965,,
1613174400,,,,124.483,125.109
1613203200,,,,124.483,125.109
1613242800,,,,124.483,125.109
1613304000,,,,124.483,125.109
1613347200,,,,124.483,125.109
1613368800,,124.08,124.561,,
1613372400,,124.0749455,124.3933091,,
1613372400,,,,124.0849179,124.6617041
1613376000,,124.2501932,124.5470341,,
1613376000,,,,124.0993423,124.6899038
1613379600,,124.1958706,124.4868235,,
1613379600,,,,124.0072881,124.596761
1613383200,,,,123.9104065,124.5057
1613383200,,124.1082603,124.4109863,,
1613386800,,124.1705942,124.4764928,,
1613386800,,,,123.9784219,124.5700174
1613390400,,124.2241129,124.5835645,,
1613390400,,,,124.021589,124.6083558
1613394000,,,,123.9658229,124.5503941
1613394000,,124.1909701,124.5488955,,
1613397600,,124.1625493,124.5156056,,
1613397600,,,,123.9511081,124.5391403
1613401200,,,,123.9775934,124.5645798
1613401200,,124.1861429,124.5383571,,
1613404800,,124.1568033,124.5178852,,
1613404800,,,,123.9665673,124.5534967
1613408400,,124.136,124.497,,
1613433600,,,,123.949,124.556
1613455200,,123.621,124.003,,
1613458800,,124.26125,124.6645937,,
1613458800,,,,124.0878073,124.6746327
1613462400,,,,124.1117419,124.6988034
1613462400,,124.4254186,124.8231628,,
1613466000,,,,124.0845156,124.6633472
1613466000,,124.3750137,124.7532466,,
1613469600,,,,123.9872439,124.5669772
1613469600,,124.3004211,124.6768553,,
1613473200,,124.2051667,124.5798725,,
1613473200,,,,123.8783612,124.4513202
1613476800,,124.1451687,124.5149759,,
1613476800,,,,123.7875364,124.3579652
1613480400,,,,123.8350815,124.4058723
1613480400,,124.0007959,124.5070714,,
1613484000,,,,123.8105874,124.3799387
1613484000,,123.9573838,124.4652626,,
1613487600,,,,123.7853032,124.355552
1613487600,,123.9557865,124.3475281,,
1613491200,,123.8784,124.2256947,,
1613491200,,,,123.6548567,124.227228
1613494800,,123.835,124.186,,
1613520000,,,,123.597,124.186
1613545200,,123.674375,124.0219375,,
1613545200,,,,123.5242768,124.0875348
1613548800,,,,123.5943694,124.1729873
1613548800,,123.6736186,124.0208144,,
1613552400,,123.7917412,124.1251059,,
1613552400,,,,123.6616748,124.2450976
1613556000,,,,123.7563866,124.3413458
1613556000,,123.8841169,124.2032727,,
1613559600,,123.8925735,124.209,,
1613559600,,,,123.718314,124.3100136
1613563200,,123.8407436,124.1479359,,
1613563200,,,,123.6550661,124.2494946
1613566800,,,,123.5902787,124.1927154
1613566800,,123.7743361,124.0817059,,
1613570400,,,,123.7774779,124.3795118
1613570400,,123.9181789,124.2260976,,
1613574000,,,,123.8545684,124.454345
1613574000,,124.0177791,124.3291977,,
1613577600,,,,123.9042047,124.5038305
1613577600,,124.0551951,124.3763659,,
1613581200,,124.07,124.392,,
1613606400,,,,123.901,124.52
1613628000,,124.158,124.508,,
1613631600,,,,123.8683202,124.4364362
1613631600,,123.9524545,124.302,,
1613635200,,,,123.8106426,124.4124404
1613635200,,123.8834731,124.2344194,,
1613638800,,,,123.8314871,124.4312122
1613638800,,123.9056875,124.260675,,
1613642400,,,,123.75731,124.3584225
1613642400,,123.8495065,124.2051688,,
1613646000,,123.8639718,124.2189577,,
1613646000,,,,123.7796852,124.3805976
1613649600,,123.7668462,124.1208077,,
1613649600,,,,123.6994189,124.2951824
1613653200,,123.7474891,124.1009239,,
1613653200,,,,123.6927055,124.2905785
1613656800,,,,123.5307349,124.128891
1613656800,,123.6315294,123.9847899,,
1613660400,,123.5793738,123.9324112,,
1613660400,,,,123.5013994,124.0989399
1613664000,,123.6976234,124.0512727,,
1613664000,,,,123.6248228,124.2215935
1613667600,,,,123.674,124.277
1613667600,,123.708,124.062,,
1613692800,,,,123.674,124.277
1613714400,,123.681,124.03,,
1613718000,,123.5090595,123.8629048,,
1613718000,,,,123.4245637,123.9674183
1613721600,,,,123.4825296,124.0824517
1613721600,,123.5436055,123.898211,,
1613725200,,123.5565976,123.9124268,,
1613725200,,,,123.4725607,124.0671281
1613728800,,123.5881282,123.9363462,,
1613728800,123.8623333,,,,
1613728800,,,,123.4684296,124.060799
1613732400,,123.6193288,123.9581918,,
1613732400,,,,123.4665291,124.0580719
1613736000,,123.5936418,123.9309104,,
1613736000,,,,123.4550285,124.0417705
1613739600,,123.5103023,123.8550233,,
1613739600,,,,123.3671614,123.9591203
1613743200,,123.4634526,123.8121053,,
1613743200,,,,123.3247068,123.9178025
1613746800,,123.426617,123.7719574,,
1613746800,,,,123.2721459,123.865043
1613750400,,123.4221831,123.7676479,,
1613750400,,,,123.2724259,123.8752054
1613754000,,123.37,123.715,,
1613779200,,,,123.19,123.821
1613829600,,,,123.19,123.821
1613836800,,,,123.19,123.821
1613840400,,,,123.19,123.821
1613847600,,,,123.19,123.821
1613908800,,,,123.19,123.821
1613952000,,,,123.19,123.821
1613973600,,122.819,123.176,,
1613977200,,,,123.099345,123.6421853
1613977200,,123.24748,123.60238,,
1613980800,,,,122.9632023,123.5520694
